1788331082.778659499,44606,-,dummy0tx=0 eth0tx=4934658578 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=114421177 
1788331084.831588543,44883,-,dummy0tx=0 eth0tx=4938993206 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=115472514 
1788331086.880759173,45158,-,dummy0tx=0 eth0tx=4943470165 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=116510394 
1788331088.934720473,45440,-,dummy0tx=0 eth0tx=4947908864 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=117631708 
1788331091.012081273,-,-,-,dummy0tx=0 eth0tx=4952389302 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=118093476 
1788331093.062043801,-,-,-,dummy0tx=0 eth0tx=4957016381 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=118095338 
1788331095.114193241,-,-,-,dummy0tx=0 eth0tx=4961383650 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=118096498 
1788331097.165475425,210,-,dummy0tx=0 eth0tx=4965788811 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=118098038 
1788331099.218372121,354,-,dummy0tx=0 eth0tx=4970350595 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=118100283 
1788331101.269920586,499,-,dummy0tx=0 eth0tx=4974855991 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=118104478 
1788331103.321105937,642,-,dummy0tx=0 eth0tx=4979340395 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=118105758 
1788331105.372774311,784,-,dummy0tx=0 eth0tx=4983657332 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=118106674 
1788331107.424662405,931,-,dummy0tx=0 eth0tx=4988071127 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=118110189 
1788331109.474868337,1075,-,dummy0tx=0 eth0tx=4992718098 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=118111485 
1788331111.529329211,1219,-,dummy0tx=0 eth0tx=4997091846 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=118112221 
1788331113.579911317,1376,35,dummy0tx=0 eth0tx=5001452233 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=118214195 
1788331115.628976322,1559,60,dummy0tx=0 eth0tx=5005930902 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=118957687 
1788331117.677591395,1740,84,dummy0tx=0 eth0tx=5010739867 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=119781853 
1788331119.729278815,1922,110,dummy0tx=0 eth0tx=5015045386 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=120604885 
1788331121.777327440,2100,135,dummy0tx=0 eth0tx=5019561388 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=121376460 
1788331123.829355287,2284,160,dummy0tx=0 eth0tx=5024029447 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=122148982 
1788331125.877499053,2467,185,dummy0tx=0 eth0tx=5028583414 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=122965954 
1788331127.932694834,2650,209,dummy0tx=0 eth0tx=5032958405 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=123782367 
1788331129.983050506,2843,236,dummy0tx=0 eth0tx=5037413093 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=124603607 
1788331132.034376351,3036,260,dummy0tx=0 eth0tx=5041930667 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=125359154 
1788331134.084134278,3221,286,dummy0tx=0 eth0tx=5046338855 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=126188277 
1788331136.134015346,3406,311,dummy0tx=0 eth0tx=5050684201 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=127033193 
1788331138.186104863,3589,337,dummy0tx=0 eth0tx=5055230532 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=127872322 
1788331140.238197069,3771,361,dummy0tx=0 eth0tx=5059603753 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=128571336 
1788331142.294468310,3956,386,dummy0tx=0 eth0tx=5064118350 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=129392839 
1788331144.342945947,4140,412,dummy0tx=0 eth0tx=5068534166 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=130235008 
1788331146.392545026,4335,437,dummy0tx=0 eth0tx=5072874935 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=131061120 
1788331148.441093579,4521,462,dummy0tx=0 eth0tx=5077443147 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=131776048 
1788331150.491970040,4704,486,dummy0tx=0 eth0tx=5081871521 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=132597045 
1788331152.540293819,4898,510,dummy0tx=0 eth0tx=5086247993 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=133413122 
1788331154.590240846,5083,536,dummy0tx=0 eth0tx=5090708577 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=134232199 
1788331156.640832693,5264,559,dummy0tx=0 eth0tx=5095205222 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=134987545 
1788331158.688251392,5448,584,dummy0tx=0 eth0tx=5099695334 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=135805803 
1788331160.740993319,5629,608,dummy0tx=0 eth0tx=5104388781 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=136643251 
1788331162.794474788,5811,633,dummy0tx=0 eth0tx=5108868470 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=137459503 
1788331164.848753816,5991,658,dummy0tx=0 eth0tx=5113399638 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=138143305 
1788331166.898065277,6171,683,dummy0tx=0 eth0tx=5117786427 l4tbr0tx=0 rndis0tx=0 usb0tx=0 docker0tx=0 wlan0tx=138951756 
